"Aircraft..Type" "Effect..Impact.to.flight" "FlightDate" "Record.ID" "Aircraft..Airline.Operator" "Feet.above.ground" "origin"
2 NULL 2000-01-01 200508 130 "0" 1
2 NULL 2000-01-01 206593 343 NULL 2
2 NULL 2000-01-01 206594 343 NULL 3
2 NULL 2000-01-01 204095 343 NULL 4
NULL NULL 2000-01-01 202963 345 NULL 5
2 5 2000-01-01 203122 350 "1,000" 6
2 4 2000-01-01 204787 59 "0" 2
2 4 2000-01-02 201162 90 "0" 7
2 4 2000-01-02 203926 90 "2,000" 8
2 NULL 2000-01-02 201161 343 "0" 9
2 5 2000-01-02 201559 139 "0" 10
NULL NULL 2000-01-02 205149 345 NULL 8
2 4 2000-01-02 201026 90 "200" 11
2 4 2000-01-02 200142 335 "350" 12
2 4 2000-01-03 208776 349 "800" 13
2 6 2000-01-03 201027 316 NULL 14
2 5 2000-01-03 201859 139 NULL 10
2 4 2000-01-03 202643 126 "0" 15
2 4 2000-01-03 200378 90 "500" 16
2 3 2000-01-03 203735 47 "1,800" 17
2 4 2000-01-04 205029 316 "50" 18
2 6 2000-01-04 208470 59 "100" 19
2 NULL 2000-01-04 207197 316 "1,400" 14
2 NULL 2000-01-04 209300 343 NULL 2
2 4 2000-01-04 204251 90 "50" 20
2 4 2000-01-04 204764 130 "100" 21
4 6 2000-01-04 206124 268 "100" 2
NULL NULL 2000-01-04 201102 345 NULL 22
2 4 2000-01-05 201103 100 "0" 23
2 NULL 2000-01-05 201278 257 "0" 9
2 2 2000-01-05 200637 232 "0" 24
2 4 2000-01-05 203953 139 "0" 25
2 4 2000-01-05 201423 162 "0" 25
NULL NULL 2000-01-05 201045 345 NULL 26
2 2 2000-01-06 200279 143 "0" 5
2 NULL 2000-01-06 200280 192 NULL 2
2 4 2000-01-06 202558 316 "0" 12
2 2 2000-01-06 207369 47 "0" 17
2 4 2000-01-06 207370 58 NULL 27
2 4 2000-01-07 204371 46 "0" 28
2 NULL 2000-01-07 201254 139 "0" 29
NULL NULL 2000-01-07 201274 345 NULL 30
2 4 2000-01-07 204109 139 "100" 31
NULL NULL 2000-01-07 3699 241 "800" 32
2 4 2000-01-08 202568 59 "0" 5
2 4 2000-01-08 202907 335 "0" 5
2 4 2000-01-08 210541 233 "200" 33
2 NULL 2000-01-08 202048 257 "50" 34
2 NULL 2000-01-08 203586 343 "0" 35
2 4 2000-01-08 205868 196 "300" 36
2 NULL 2000-01-08 203684 343 NULL 2
2 5 2000-01-08 201681 278 "0" 37
2 4 2000-01-08 200470 59 "0" 38
2 4 2000-01-08 201589 58 "200" 39
2 6 2000-01-08 202271 60 "800" 8
2 4 2000-01-08 200159 334 "100" 40
NULL NULL 2000-01-08 200038 345 NULL 30
2 NULL 2000-01-09 200568 257 "0" 38
2 NULL 2000-01-09 205130 343 "0" 10
2 4 2000-01-09 200559 139 "800" 13
2 NULL 2000-01-09 200265 139 NULL 2
2 NULL 2000-01-09 208775 343 NULL 2
2 4 2000-01-09 204702 90 "500" 41
2 4 2000-01-09 202580 90 "0" 42
2 4 2000-01-09 207354 53 "5" 18
2 4 2000-01-09 202132 60 "700" 43
2 4 2000-01-10 202957 59 "0" 5
2 NULL 2000-01-10 201205 196 "0" 44
2 NULL 2000-01-10 200481 280 "0" 45
2 NULL 2000-01-10 203471 343 NULL 2
NULL NULL 2000-01-10 206122 345 NULL 5
2 NULL 2000-01-10 202246 343 NULL 2
2 4 2000-01-10 204120 90 NULL 46
2 4 2000-01-10 200818 271 "200" 47
NULL 4 2000-01-10 1264 241 "1,000" 48
2 4 2000-01-11 205770 90 "5" 49
2 NULL 2000-01-11 202220 257 "0" 13
2 NULL 2000-01-11 200486 343 "150" 50
2 NULL 2000-01-11 208162 343 NULL 9
NULL NULL 2000-01-11 200576 345 NULL 5
2 4 2000-01-11 207784 90 "0" 51
2 NULL 2000-01-11 208653 343 NULL 2
2 NULL 2000-01-11 208621 343 NULL 52
2 4 2000-01-11 208032 335 "0" 25
2 4 2000-01-11 204999 90 "30" 53
NULL NULL 2000-01-11 207028 345 NULL 36
NULL NULL 2000-01-11 1265 241 NULL 54
2 4 2000-01-12 204186 90 "0" 55
2 NULL 2000-01-12 213077 139 "0" 56
2 NULL 2000-01-12 207721 343 "0" 52
2 4 2000-01-12 205867 165 "0" 57
2 4 2000-01-12 204254 192 "0" 58
2 NULL 2000-01-12 207720 343 NULL 2
2 NULL 2000-01-12 205604 90 NULL 59
2 NULL 2000-01-12 200248 184 "600" 60
2 4 2000-01-12 201909 90 "1,300" 61
2 4 2000-01-12 200944 60 "5" 38
2 4 2000-01-12 202529 165 NULL 62
2 NULL 2000-01-12 203734 362 "500" 59
2 4 2000-01-13 200801 59 "12" 63
2 4 2000-01-13 200175 345 "0" 64
2 3 2000-01-13 248650 257 "21,000" 65
2 NULL 2000-01-13 200356 343 "0" 66
2 NULL 2000-01-13 205012 343 NULL 3
2 4 2000-01-13 200939 90 "1,000" 54
2 4 2000-01-13 200070 90 "3" 49
2 4 2000-01-13 205182 90 "500" 20
2 4 2000-01-13 1000 241 "7,000" 67
2 4 2000-01-14 200655 90 "500" 68
2 NULL 2000-01-14 201776 343 "250" 3
2 4 2000-01-14 205781 165 "50" 69
2 4 2000-01-14 208428 60 "10" 70
NULL NULL 2000-01-14 202639 345 NULL 30
4 6 2000-01-14 200878 90 "800" 71
NULL NULL 2000-01-14 1001 241 NULL 72
2 NULL 2000-01-15 204680 257 "0" 73
2 NULL 2000-01-15 202967 343 "0" 74
2 NULL 2000-01-15 200721 69 "0" 31
2 NULL 2000-01-15 202817 343 NULL 9
NULL NULL 2000-01-15 200739 345 NULL 30
2 4 2000-01-15 201592 278 "0" 75
2 4 2000-01-16 202975 349 "40" 30
2 NULL 2000-01-17 202278 278 "1,000" 76
2 2 2000-01-17 209442 196 "0" 36
2 NULL 2000-01-17 205763 343 NULL 52
2 6 2000-01-17 209665 90 "2,000" 77
2 4 2000-01-17 200904 69 "0" 78
2 4 2000-01-17 201645 47 "10" 79
2 4 2000-01-17 201961 59 "2,000" 59
NULL NULL 2000-01-17 205420 345 NULL 30
2 4 2000-01-17 200323 58 NULL 59
2 NULL 2000-01-18 201198 274 NULL 59
2 NULL 2000-01-18 208979 139 NULL 80
NULL NULL 2000-01-18 201199 345 NULL 81
2 4 2000-01-18 202761 196 "100" 82
2 4 2000-01-18 1002 241 "2,000" 48
2 NULL 2000-01-18 3187 241 "0" 51
2 NULL 2000-01-19 201566 257 "200" 83
2 NULL 2000-01-19 200906 257 "0" 84
2 4 2000-01-19 200745 311 "0" 9
2 NULL 2000-01-19 200746 343 NULL 2
2 NULL 2000-01-19 200747 343 NULL 2
2 4 2000-01-19 201745 90 "100" 85
2 4 2000-01-19 204987 347 "20" 38
2 4 2000-01-19 201433 165 NULL 57
NULL NULL 2000-01-19 211140 345 NULL 82
2 4 2000-01-20 200509 316 "0" 36
2 NULL 2000-01-20 202163 343 NULL 2
2 4 2000-01-20 205916 343 NULL 86
2 6 2000-01-20 202801 90 "0" 87
2 4 2000-01-20 205958 59 "1,700" 4
2 NULL 2000-01-20 202162 343 NULL 2
2 4 2000-01-20 204032 196 "300" 88
2 4 2000-01-20 200098 90 "0" 62
2 4 2000-01-21 202227 139 "0" 1
2 NULL 2000-01-21 201409 316 NULL 59
2 4 2000-01-21 207719 146 "400" 89
2 4 2000-01-21 201080 58 "300" 67
2 NULL 2000-01-22 201149 343 "200" 2
2 NULL 2000-01-22 200859 139 NULL 1
NULL NULL 2000-01-22 201419 345 NULL 20
2 NULL 2000-01-22 204184 41 NULL 2
2 4 2000-01-22 201546 278 "50" 65
2 NULL 2000-01-23 202579 139 "0" 38
2 4 2000-01-23 202386 139 "0" 5
NULL NULL 2000-01-23 203882 345 NULL 81
2 NULL 2000-01-24 202352 343 NULL 2
2 4 2000-01-24 203197 60 "0" 90
2 4 2000-01-24 204687 59 "500" 38
2 NULL 2000-01-24 218936 343 NULL 2
2 6 2000-01-25 206219 58 "1,000" 59
2 6 2000-01-25 5239 241 "400" 73
2 4 2000-01-26 203812 139 "350" 64
2 4 2000-01-26 200601 158 "50" 91
2 NULL 2000-01-26 204476 345 "20" 92
2 4 2000-01-26 204009 139 "100" 14
2 NULL 2000-01-26 200817 343 NULL 2
NULL NULL 2000-01-26 200026 345 NULL 93
2 NULL 2000-01-26 202339 59 "0" 1
2 NULL 2000-01-26 200534 343 NULL 88
2 4 2000-01-26 205934 49 "100" 94
2 4 2000-01-27 202490 349 "200" 13
2 NULL 2000-01-27 202671 343 "0" 3
2 4 2000-01-27 204305 165 "200" 62
2 NULL 2000-01-27 201289 127 "0" 95
2 NULL 2000-01-27 202489 343 NULL 3
2 NULL 2000-01-27 204454 196 NULL 82
2 6 2000-01-27 200316 90 "550" 96
2 3 2000-01-27 201560 335 "800" 3
NULL 4 2000-01-27 200673 90 "700" 97
2 NULL 2000-01-27 202492 316 NULL 98
2 4 2000-01-27 201385 59 "200" 99
2 NULL 2000-01-27 208539 130 NULL 2
2 NULL 2000-01-27 227682 349 NULL 2
2 NULL 2000-01-28 200433 343 NULL 2
2 4 2000-01-28 200874 343 NULL 38
2 NULL 2000-01-28 201341 343 NULL 9
2 NULL 2000-01-28 200873 343 NULL 2
2 4 2000-01-28 202491 316 "0" 90
2 4 2000-01-28 3188 241 "0" 100
2 4 2000-01-29 204564 278 "300" 101
2 NULL 2000-01-29 205307 343 NULL 2
2 NULL 2000-01-29 201200 90 "150" 102
NULL NULL 2000-01-29 209226 345 NULL 36
2 4 2000-01-30 200220 90 "0" 24
2 4 2000-01-30 200219 158 "1,800" 103
2 4 2000-01-30 203319 233 NULL 33
2 4 2000-01-30 203460 257 "50" 13
2 NULL 2000-01-30 201090 257 NULL 57
2 4 2000-01-30 203478 58 "200" 19
2 4 2000-01-30 203756 349 "50" 16
2 4 2000-01-31 203759 158 "300" 104
2 4 2000-01-31 202319 343 "0" 105
2 4 2000-01-31 202260 257 "200" 25
2 4 2000-01-31 203757 59 "10" 106
2 4 2000-01-31 204105 196 "1,500" 59
2 4 2000-02-01 204061 335 "500" 12
2 6 2000-02-01 200802 343 "500" 3
NULL 4 2000-02-01 203979 90 NULL 107
2 NULL 2000-02-01 200456 343 NULL 2
NULL NULL 2000-02-01 204062 345 NULL 36
2 4 2000-02-02 201074 349 "100" 56
2 4 2000-02-02 203082 316 "3,000" 59
2 4 2000-02-02 200223 349 "0" 108
NULL NULL 2000-02-02 201370 345 NULL 109
2 4 2000-02-02 3368 241 "0" 110
2 NULL 2000-02-03 202505 59 "70" 9
2 4 2000-02-03 204881 186 "0" 111
2 4 2000-02-03 201753 278 "400" 112
2 4 2000-02-03 202617 165 "700" 113
2 4 2000-02-03 203124 90 "200" 114
2 4 2000-02-03 209349 90 "800" 115
2 2 2000-02-04 200731 311 "0" 104
2 4 2000-02-04 201767 90 "800" 6
2 4 2000-02-04 200751 59 "50" 19
2 NULL 2000-02-04 208000 343 NULL 2
2 NULL 2000-02-04 204276 343 NULL 2
2 NULL 2000-02-04 207452 139 NULL 116
2 4 2000-02-04 204098 316 "100" 13
2 4 2000-02-05 201248 58 "300" 93
2 NULL 2000-02-05 206260 335 "500" 59
2 NULL 2000-02-05 204277 343 "0" 9
2 NULL 2000-02-05 201517 343 NULL 2
2 4 2000-02-05 204700 349 "0" 117
2 4 2000-02-05 201575 59 "5" 38
2 4 2000-02-05 201249 59 "100" 118
2 4 2000-02-05 206393 316 "7,000" 29
2 NULL 2000-02-05 3369 241 "50" 119
2 4 2000-02-06 202523 162 "700" 120
2 4 2000-02-06 202645 58 "10" 25
NULL NULL 2000-02-06 200572 345 NULL 72
NULL NULL 2000-02-06 200352 345 NULL 26
NULL NULL 2000-02-06 200353 345 NULL 36
2 4 2000-02-06 3370 241 "200" 121
2 4 2000-02-07 204326 139 "150" 9
2 NULL 2000-02-07 201184 343 "0" 67
2 4 2000-02-07 202597 343 "0" 74
2 NULL 2000-02-07 203072 23 NULL 56
NULL NULL 2000-02-07 209191 345 NULL 62
2 6 2000-02-07 201533 165 "250" 122
NULL NULL 2000-02-07 202119 345 NULL 30
NULL NULL 2000-02-07 202077 345 NULL 123
2 6 2000-02-07 202970 60 "400" 23
2 NULL 2000-02-07 3371 241 NULL 124
2 4 2000-02-08 202167 316 "150" 125
2 4 2000-02-08 206363 162 "0" 126
2 4 2000-02-08 203839 56 "0" 127
2 4 2000-02-08 205347 60 "4,000" 38
2 NULL 2000-02-08 201847 343 NULL 2
2 NULL 2000-02-08 200394 90 NULL 128
2 NULL 2000-02-08 208984 316 "400" 35
2 4 2000-02-08 208321 139 "300" 108
NULL NULL 2000-02-08 202168 345 NULL 30
2 6 2000-02-08 3372 241 "1,500" 129
2 NULL 2000-02-08 3373 241 NULL 130
2 4 2000-02-09 202335 335 "400" 131
2 4 2000-02-09 200345 316 "100" 13
2 4 2000-02-09 204289 165 "500" 57
2 4 2000-02-09 203895 90 "10" 94
2 6 2000-02-09 202481 139 "1,500" 13
2 NULL 2000-02-09 205739 343 NULL 56
NULL NULL 2000-02-09 200408 345 NULL 5
2 4 2000-02-09 200905 139 "10" 17
2 4 2000-02-09 200397 349 "38" 132
2 6 2000-02-09 203896 126 "30" 109
2 5 2000-02-10 203618 56 "0" 58
2 4 2000-02-10 200409 40 "20" 11
2 6 2000-02-10 5124 241 "2,081" 32
2 5 2000-02-10 3374 241 "0" 54
2 4 2000-02-11 202604 192 "0" 58
NULL NULL 2000-02-11 204988 345 NULL 3
NULL NULL 2000-02-11 200729 345 NULL 1
2 4 2000-02-11 201733 139 "1,000" 26
2 4 2000-02-11 203939 59 "800" 38
NULL NULL 2000-02-11 200620 345 NULL 62
2 NULL 2000-02-12 201774 362 "0" 59
2 NULL 2000-02-12 202495 343 "0" 58
2 3 2000-02-12 203383 89 "2,500" 5
2 4 2000-02-12 200642 126 "300" 133
2 4 2000-02-12 205448 349 "0" 18
2 4 2000-02-12 201044 58 "0" 93
2 4 2000-02-12 204553 349 "100" 13
2 4 2000-02-12 200643 90 "2,000" 134
2 NULL 2000-02-13 200461 343 NULL 2
2 NULL 2000-02-13 200574 343 NULL 135
NULL NULL 2000-02-13 202530 345 NULL 136
2 4 2000-02-13 200457 59 "200" 38
2 4 2000-02-13 200459 60 "10" 137
2 4 2000-02-13 200458 59 "0" 138
2 4 2000-02-13 201229 90 "200" 49
2 4 2000-02-14 202082 349 "100" 132
2 NULL 2000-02-14 201852 316 "400" 59
2 NULL 2000-02-14 200675 343 "0" 23
NULL NULL 2000-02-14 202596 345 "0" 17
2 NULL 2000-02-14 200462 343 "0" 39
2 4 2000-02-14 203763 60 "0" 21
2 4 2000-02-14 3375 241 "0" 67
2 4 2000-02-15 204366 349 "0" 11
2 NULL 2000-02-15 200049 343 "0" 3
2 NULL 2000-02-15 202056 257 NULL 2
2 NULL 2000-02-15 200173 343 NULL 2
2 NULL 2000-02-15 200676 343 NULL 2
2 4 2000-02-15 200487 349 "0" 52
NULL NULL 2000-02-15 201022 345 NULL 104
2 4 2000-02-15 205449 59 "200" 38
2 NULL 2000-02-15 5125 241 "10" 32
2 NULL 2000-02-16 208438 90 "34" 128
2 NULL 2000-02-16 200738 343 "0" 74
NULL NULL 2000-02-16 200741 345 NULL 4
NULL NULL 2000-02-16 205794 345 NULL 5
2 4 2000-02-16 201452 278 "3" 41
2 NULL 2000-02-17 200050 343 "0" 74
2 NULL 2000-02-17 200882 316 "0" 62
NULL NULL 2000-02-17 200176 345 NULL 4
2 4 2000-02-17 201082 316 "1,200" 59
2 NULL 2000-02-17 205782 49 NULL 59
2 4 2000-02-17 205202 90 "900" 139
2 4 2000-02-17 205201 130 "300" 2
2 4 2000-02-17 200204 90 "1,600" 112
4 4 2000-02-17 201083 90 "500" 100
NULL NULL 2000-02-17 3376 241 NULL 128
2 NULL 2000-02-18 200468 90 "0" 140
2 NULL 2000-02-18 200051 343 "800" 35
2 NULL 2000-02-18 202925 71 NULL 2
2 6 2000-02-18 201577 60 NULL 141
2 4 2000-02-18 202254 349 "800" 13
2 4 2000-02-18 202736 2 "800" 13
2 4 2000-02-18 202332 90 "0" 142
2 4 2000-02-19 205571 90 "0" 35
2 4 2000-02-19 201388 139 "100" 87
2 NULL 2000-02-19 201741 23 "100" 52
2 NULL 2000-02-19 202238 316 "1,000" 125
2 NULL 2000-02-19 200612 257 "0" 66
2 NULL 2000-02-19 200654 343 NULL 2
2 6 2000-02-19 201235 316 "10" 143
2 4 2000-02-19 202028 90 "200" 144
2 4 2000-02-19 206098 343 "50" 52
NULL NULL 2000-02-19 201391 345 NULL 104
2 4 2000-02-19 204858 139 "125" 108
2 4 2000-02-19 202029 316 "40" 35
2 4 2000-02-20 201830 69 "800" 52
2 4 2000-02-20 201811 47 "1,200" 17
2 4 2000-02-20 201667 90 NULL 145
2 4 2000-02-20 200805 349 "0" 132
2 4 2000-02-21 201345 58 NULL 2
2 NULL 2000-02-21 202749 257 "1,200" 25
2 NULL 2000-02-21 201070 343 NULL 146
NULL NULL 2000-02-21 203040 345 NULL 143
2 4 2000-02-21 203923 349 "75" 117
2 2 2000-02-21 201600 257 "0" 27
2 2 2000-02-21 200063 60 "0" 147
2 NULL 2000-02-21 200139 343 "0" 4
2 NULL 2000-02-21 201405 343 NULL 86
4 6 2000-02-21 201601 184 "1,900" 148
2 NULL 2000-02-22 205315 139 "0" 5
2 4 2000-02-22 201810 90 "1,800" 149
2 4 2000-02-22 201692 343 "11,000" 4
2 NULL 2000-02-22 203777 257 "1,500" 57
2 NULL 2000-02-22 202406 343 NULL 2
2 NULL 2000-02-22 203228 343 NULL 2
NULL NULL 2000-02-22 201888 345 NULL 27
2 4 2000-02-22 202932 245 "0" 150
NULL NULL 2000-02-22 201890 345 NULL 30
NULL NULL 2000-02-22 201148 345 NULL 104
2 6 2000-02-22 201809 90 "1,500" 6
2 3 2000-02-22 206690 349 "1,000" 132
2 6 2000-02-22 2505 241 NULL 90
2 NULL 2000-02-22 203742 59 "0" 38
2 4 2000-02-23 202164 58 "500" 93
2 2 2000-02-23 200471 59 "0" 151
2 NULL 2000-02-23 203079 343 "5,000" 4
2 NULL 2000-02-23 210249 42 NULL 124
2 6 2000-02-23 201092 90 "6,000" 152
2 4 2000-02-23 205346 90 "500" 153
NULL NULL 2000-02-23 202748 345 NULL 109
2 6 2000-02-23 202019 90 "2,500" 154
2 NULL 2000-02-23 3701 241 "300" 73
2 NULL 2000-02-23 3702 241 "300" 73
2 NULL 2000-02-24 203369 343 "0" 3
2 NULL 2000-02-24 200358 343 NULL 155
2 4 2000-02-24 203793 343 "0" 9
2 4 2000-02-24 200451 349 "700" 132
NULL NULL 2000-02-24 201492 345 NULL 93
NULL NULL 2000-02-24 200924 345 NULL 93
NULL NULL 2000-02-24 204288 345 NULL 93
NULL NULL 2000-02-24 203283 345 NULL 93
2 4 2000-02-24 201641 90 "0" 156
2 4 2000-02-24 203836 139 "2,300" 70
NULL 4 2000-02-24 2506 241 "5" 157
2 NULL 2000-02-24 2508 241 NULL 124
2 NULL 2000-02-24 2507 241 NULL 37
2 NULL 2000-02-24 3703 241 "2,000" 158
2 4 2000-02-25 200488 201 "0" 159
2 4 2000-02-25 203446 58 "0" 10
2 4 2000-02-25 201610 343 "5,000" 4
2 4 2000-02-25 201056 60 NULL 121
2 NULL 2000-02-25 201110 335 "0" 151
2 NULL 2000-02-25 206961 257 "8,000" 8
2 NULL 2000-02-25 205642 343 "5,000" 2
2 NULL 2000-02-25 202858 343 NULL 2
2 4 2000-02-25 201109 60 "50" 38
2 4 2000-02-25 201050 60 "50" 121
2 4 2000-02-25 202531 349 "500" 132
2 4 2000-02-25 203074 59 "0" 38
2 4 2000-02-25 204226 335 "2,970" 155
2 2 2000-02-26 200454 59 "0" 108
2 4 2000-02-26 208280 316 "4,000" 62
2 NULL 2000-02-26 204966 59 "0" 5
2 NULL 2000-02-26 200455 59 "0" 38
2 NULL 2000-02-26 202880 343 "0" 3
2 4 2000-02-26 204941 139 "100" 109
2 4 2000-02-26 205487 90 "400" 26
2 NULL 2000-02-26 201698 343 NULL 2
2 NULL 2000-02-26 200416 316 NULL 59
2 4 2000-02-26 210244 87 "0" 160
2 4 2000-02-26 204965 90 "1,600" 30
2 4 2000-02-26 203775 49 "0" 161
2 4 2000-02-26 200636 59 "0" 5
2 4 2000-02-26 209771 165 "500" 57
2 4 2000-02-27 200430 349 "0" 162
2 NULL 2000-02-27 202852 343 "0" 3
2 NULL 2000-02-27 205557 343 "0" 3
2 4 2000-02-27 203760 60 "2,000" 27
2 NULL 2000-02-28 206224 343 "0" 4
2 NULL 2000-02-28 200737 343 NULL 2
2 4 2000-02-28 201729 90 "5,000" 163
2 4 2000-02-28 200022 60 "2,000" 38
2 2 2000-02-28 202813 60 "0" 35
2 4 2000-02-28 200925 349 "0" 132
2 4 2000-02-28 200209 90 "50" 142
2 4 2000-02-28 200152 90 "0" 164
2 4 2000-02-28 201265 90 "2,300" 165
NULL NULL 2000-02-28 202016 345 NULL 52
2 4 2000-02-29 201068 2 NULL 2
2 NULL 2000-02-29 202330 59 "0" 80
2 NULL 2000-02-29 204793 343 "500" 82
2 4 2000-02-29 204256 59 "1,000" 35
2 4 2000-02-29 202535 259 "0" 62
2 4 2000-02-29 200900 111 "3,300" 166
2 6 2000-02-29 202454 139 "1,500" 52
2 NULL 2000-02-29 202126 343 "0" 35
2 4 2000-02-29 201013 40 "0" 11
NULL NULL 2000-02-29 202054 345 NULL 26
2 6 2000-02-29 202573 92 "0" 167
2 4 2000-02-29 202572 90 "15" 168
2 6 2000-02-29 2509 241 "1,000" 166
2 NULL 2000-02-29 3705 241 "0" 32
2 NULL 2000-02-29 3706 241 NULL 158
2 NULL 2000-03-01 200835 343 "0" 4
2 NULL 2000-03-01 202156 257 "200" 3
2 NULL 2000-03-01 203461 343 NULL 29
2 NULL 2000-03-01 200214 343 NULL 2
NULL NULL 2000-03-01 200244 345 NULL 4
2 4 2000-03-01 245021 345 "0" 29
2 4 2000-03-01 205646 345 "0" 29
NULL NULL 2000-03-01 201814 345 NULL 52
2 4 2000-03-01 2510 241 "0" 169
2 5 2000-03-01 203921 302 NULL 2
2 NULL 2000-03-02 203181 30 "0" 5
2 6 2000-03-02 202861 278 "75" 170
2 4 2000-03-02 202155 158 "800" 1
2 4 2000-03-02 202862 126 "1,000" 171
2 4 2000-03-02 201091 90 "3,000" 172
2 4 2000-03-02 204051 343 NULL 36
2 2 2000-03-02 3707 241 "0" 73
2 4 2000-03-03 207750 90 "30" 37
2 NULL 2000-03-03 200883 257 "0" 33
2 NULL 2000-03-03 200436 343 NULL 2
2 NULL 2000-03-03 200438 343 NULL 64
2 NULL 2000-03-03 200437 343 NULL 9
2 NULL 2000-03-04 204336 343 "0" 93
2 NULL 2000-03-04 203852 343 NULL 2
2 4 2000-03-04 205771 233 "2,000" 173
2 4 2000-03-05 200711 58 "0" 93
2 4 2000-03-05 200712 192 "10" 127
2 4 2000-03-05 201864 2 "30" 174
2 4 2000-03-05 200635 58 "6,000" 152
2 NULL 2000-03-05 203795 343 NULL 2
2 NULL 2000-03-05 203796 343 NULL 2
2 6 2000-03-05 206078 90 "0" 143
2 3 2000-03-05 200617 257 "2,500" 175
2 4 2000-03-05 201344 47 "5" 17
2 4 2000-03-05 201470 90 "2,500" 176
2 4 2000-03-06 203297 257 "500" 11
2 4 2000-03-06 202226 130 "0" 1
2 6 2000-03-06 200440 158 "100" 177
2 4 2000-03-06 204404 158 "20" 178
2 NULL 2000-03-06 202466 343 NULL 2
2 4 2000-03-06 200339 335 "1,500" 40
2 NULL 2000-03-06 214253 90 NULL 179
2 4 2000-03-06 200443 345 "0" 62
2 6 2000-03-06 202138 59 "200" 180
2 4 2000-03-06 2511 241 "50" 129
2 NULL 2000-03-06 203865 60 "50" 38
2 4 2000-03-07 201825 60 "500" 35
2 4 2000-03-07 204878 165 NULL 132
2 NULL 2000-03-07 200952 23 "0" 8
2 NULL 2000-03-07 200161 343 NULL 2
2 NULL 2000-03-07 200971 343 NULL 52
2 NULL 2000-03-07 201808 343 NULL 56
2 4 2000-03-07 201169 56 "0" 58
NULL NULL 2000-03-07 201422 345 NULL 26
NULL NULL 2000-03-07 204681 345 NULL 81
NULL NULL 2000-03-07 201742 345 NULL 26
2 4 2000-03-07 201982 127 "2,000" 1
2 4 2000-03-07 200735 90 "0" 46
2 4 2000-03-07 201983 257 "75" 83
NULL NULL 2000-03-07 201456 345 NULL 181
2 4 2000-03-07 2512 241 "50" 182
2 4 2000-03-07 3708 241 NULL 32
2 4 2000-03-08 200662 162 "700" 183
2 4 2000-03-08 203179 69 "2,000" 52
NULL NULL 2000-03-08 207822 345 "50" 92
2 NULL 2000-03-08 203320 343 "0" 3
2 NULL 2000-03-08 206189 343 "0" 3
2 NULL 2000-03-08 206188 343 "3,000" 1
2 NULL 2000-03-08 202964 130 NULL 2
2 NULL 2000-03-08 203125 343 NULL 2
NULL NULL 2000-03-08 203716 345 NULL 5
2 4 2000-03-08 208496 165 "5,000" 80
2 4 2000-03-08 203715 343 "1,700" 184
2 5 2000-03-08 204682 59 "300" 9
2 4 2000-03-08 2513 241 "50" 92
2 4 2000-03-08 201963 90 "1,500" 26
2 6 2000-03-09 208525 90 "1,000" 79
2 4 2000-03-09 209041 165 NULL 2
2 6 2000-03-09 207630 343 "1,000" 1
2 5 2000-03-09 208524 90 "2,000" 11
2 4 2000-03-09 2673 241 "1,500" 155
2 6 2000-03-10 203551 90 "400" 100
2 4 2000-03-10 202561 58 "0" 43
2 NULL 2000-03-10 200367 343 NULL 2
2 NULL 2000-03-10 201167 343 NULL 2
2 NULL 2000-03-10 200059 343 NULL 185
2 4 2000-03-10 200482 139 "400" 186
2 4 2000-03-10 205462 317 "0" 187
2 4 2000-03-10 203080 139 "1,300" 98
2 6 2000-03-10 207921 90 "5" 188
2 4 2000-03-11 205387 158 "1,000" 189
2 4 2000-03-11 200247 90 "10" 37
2 NULL 2000-03-11 202751 257 "600" 43
2 NULL 2000-03-11 200972 343 "250" 13
2 NULL 2000-03-11 200060 343 "0" 36
NULL NULL 2000-03-11 204581 345 NULL 4
NULL NULL 2000-03-11 200196 345 NULL 4
2 4 2000-03-11 202322 59 "0" 8
2 NULL 2000-03-11 202548 49 NULL 2
2 6 2000-03-11 200097 343 "200" 42
2 4 2000-03-11 200069 316 "500" 186
2 4 2000-03-11 201569 233 "500" 173
2 4 2000-03-12 209404 117 "0" 87
2 NULL 2000-03-12 201965 343 "0" 52
2 NULL 2000-03-12 202172 343 NULL 2
NULL NULL 2000-03-12 200432 345 NULL 27
2 4 2000-03-12 203861 349 "0" 132
2 NULL 2000-03-12 206348 343 "5,000" 35
2 4 2000-03-12 208091 117 "0" 81
2 4 2000-03-12 207973 139 "0" 190
2 5 2000-03-12 207006 139 "100" 87
2 2 2000-03-12 208427 90 "0" 191
2 4 2000-03-12 204766 90 NULL 138
2 4 2000-03-13 200573 59 "600" 162
2 5 2000-03-13 201448 257 "200" 33
2 NULL 2000-03-13 201386 70 "0" 38
2 NULL 2000-03-13 200975 343 "0" 52
2 4 2000-03-13 207302 316 "10" 59
2 NULL 2000-03-13 207434 59 NULL 2
2 5 2000-03-13 200940 90 NULL 192
2 4 2000-03-13 201387 130 "10" 193
2 4 2000-03-13 200542 2 "5,000" 174
NULL NULL 2000-03-13 203486 345 NULL 2
NULL NULL 2000-03-13 201791 345 NULL 187
NULL NULL 2000-03-13 202219 345 NULL 52
2 4 2000-03-14 200524 349 "4,000" 56
2 NULL 2000-03-14 201637 257 "3,000" 1
2 NULL 2000-03-14 204094 343 NULL 2
2 NULL 2000-03-14 205485 343 NULL 2
2 4 2000-03-14 200496 90 "20" 194
2 4 2000-03-14 200863 349 "400" 56
